,id,scientificName,scientificNameAuthorship,decimalLongitude,decimalLatitude,scientificNameID,absence,aphiaID,basisOfRecord,brackish,category,class,classid,continent,country,dataset_id,family,familyid,genus,genusid,higherGeography,identificationReferences,kingdom,kingdomid,locality,marine,node_id,occurrenceID,order,orderid,originalScientificName,phylum,phylumid,sampleSizeUnit,samplingProtocol,species,speciesid,subphylum,subphylumid,superclass,superclassid,terrestrial,waterBody,year,flags
15798,ac906542-919f-4f65-a142-2c560d2615fb,Ursus maritimus,"Phipps, 1774",-179.715,71.18861,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Russian Federation,"{Derocher, 1997 #924}",Animalia,2,Wrangel Island State Nature Reserve,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4633_2000,Carnivora,2687.0,Ursus maritimus,Chordata,1821,No of Polar bear dens/100km,aerial and ground transect surveys,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2000,"no_depth,on_land"
15800,ac910d18-6784-47c1-a57a-6b4f0a198a91,Enhydra lutris,"Linnaeus, 1758",-163.76667,55.2,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,"North Alaskan Peninsula, southwest (offshore)",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9803_2012,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Estimated abundance,Arial survey (strip transects),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2012,no_depth
15801,ac94c3b8-4512-4824-b94c-7a60a0c465ac,Balaenoptera physalus,"(Linnaeus, 1758)",-56.0,55.0,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Canada,"{Meredith, 1988 #527}",Animalia,2,Newfoundland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1948_1962,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Inidividuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Atlantic north temperate,1962,no_depth
15805,ac98fb38-866d-4324-ab2d-7372a65f81a9,Phocoena phocoena,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137117,False,137117,HumanObservation,True,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoena,137031.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2014_1990,Cetartiodactyla,370511.0,Phocoena phocoena,Chordata,1821,Individuals,Primary sightings from aerial surveys,Phocoena phocoena,137117.0,Vertebrata,146419,Tetrapoda,1831,False,Arctic,1990,no_depth
15818,acba9e22-a821-4c87-8218-59def7a01cd0,Balaenoptera physalus,"(Linnaeus, 1758)",-47.0,60.13333,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,Europe,Greenland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Greenland,"{Meredith, 1988 #527}",Animalia,2,Greenland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1945_2007,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Individuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2007,no_depth
15822,acc4835b-1ad8-4812-9dc5-2f7f5d613028,Enhydra lutris,"Linnaeus, 1758",-176.0,56.0,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Stevens, 1999 #528}",Animalia,2,Aleutians,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2195_1960,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,Unknown,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1960,no_depth
15823,acc49a08-6260-4870-84a0-7ad70638afd7,Delphinapterus leucas,"Pallas, 1776",-153.18556,58.94194,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{MMC, 2002 #1134} updated with {Angliss, 2008 #1819} Updated with {Allen, 2010 #2277}",Animalia,2,"Cook Inlet stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2191_2006,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Aerial counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2006,no_depth
15825,acc79b06-c3b7-49f3-8ed7-f5ae2888dc89,Balaenoptera musculus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137090,False,137090,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1944_2009,Cetartiodactyla,370511.0,Balaenoptera musculus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera musculus,137090.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2009,no_depth
15826,acc7f9b9-104c-4671-a45a-3383b2a71c50,Balaenoptera acutorostrata,"LacǸp��de, 1804",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1941_1990,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1990,no_depth
15828,acd11017-a0c9-498e-abec-46b3a064b2c4,Ursus maritimus,"Phipps, 1774",-88.5,63.16667,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 1999 #847}",Animalia,2,Western Hudson Bay,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4544_2001,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population size,Unspecified,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2001,no_depth
15840,acf3b897-e1b7-4aef-a19f-34b2577556a6,Odobenus rosmarus,"Illiger, 1815",-175.0,60.0,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Fay, 1997 #544}",Animalia,2,Bering and Chukchi Sea of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2219_1973,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Population size,Aerial survey,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1973,no_depth
15853,ad0b77c5-9cc1-4ca1-9362-e8d142b12879,Balaena mysticetus,"Linnaeus, 1758",-165.58333,71.32306,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Angliss, 2006 #1434}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock).",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2186_1997,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,Estimate from ice based census counts.,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1997,no_depth
15860,ad181dce-9478-46f8-9078-b679fd312060,Enhydra lutris,"Linnaeus, 1758",-162.01667,54.86667,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,"South Alaska Peninsula, coastline of 22 islands",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9806_1977,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Density (total otters per kilometer squared),Arial survey (coastal lengths),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1977,no_depth
15863,ad1edba8-26b8-426b-ac6c-c8cc460a9d57,Eumetopias jubatus,"(Schreber, 1776)",-173.50056,52.09694,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Central Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2203_1965,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1965,"no_depth,on_land"
15874,ad482436-1cde-4104-8c62-59dfbc75ea7f,Eumetopias jubatus,"(Schreber, 1776)",-173.50056,52.09694,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Central Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2203_1975,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1975,"no_depth,on_land"
15879,ad551c49-bbbb-4cb9-bc99-4b08b3796464,Ursus maritimus,"Phipps, 1774",-150.00028,64.00028,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085}",Animalia,2,Alaskan Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2233_2012,Carnivora,2687.0,Ursus maritimus,Chordata,1821,population estimate,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2012,"no_depth,on_land"
15885,ad5dd4fb-96e9-41b4-8d08-94f9af090ba6,Phoca vitulina,"Linnaeus, 1758",-170.4,57.04583,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,United States,"{NOAA, 1998 #1141}",Animalia,2,"Otter Island, Bering Sea, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2225_1996,Carnivora,2687.0,Phoca vitulina,Chordata,1821,Number of individuals,Aerial counts,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1996,"no_depth,on_land"
15893,ad721587-c2e2-49a1-b504-ed6ad1972140,Monodon monoceros,"Linnaeus, 1758",-88.0,60.0,urn:lsid:marinespecies.org:taxname:137116,False,137116,HumanObservation,,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Monodon,137030.0,Canada,"{COSEWIC, 2004 #721}",Animalia,2,"Hudson Bay, Canada",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4320_1972,Cetartiodactyla,370511.0,Monodon monoceros,Chordata,1821,Individuals,Aerial survey - population estimate,Monodon monoceros,137116.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1972,no_depth
15899,ad80df39-cecb-4939-8d9f-5110eadb5e14,Balaenoptera physalus,"(Linnaeus, 1758)",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1947_1981,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1981,no_depth
15907,ad92913e-57b9-4bfd-a90b-0f137af2df36,Phoca vitulina,"Linnaeus, 1758",-170.4,57.04583,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,United States,"{NOAA, 1998 #1141}",Animalia,2,"Otter Island, Bering Sea, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2225_2001,Carnivora,2687.0,Phoca vitulina,Chordata,1821,Number of individuals,Aerial counts,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2001,"no_depth,on_land"
15914,ada5415e-cf03-4690-944a-b84abe957f56,Callorhinus ursinus,"Linnaeus, 1758",-170.24667,57.4,urn:lsid:marinespecies.org:taxname:254997,False,254997,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Callorhinus,254996.0,United States,"{Towell, 2008 #2295}",Animalia,2,"St. Paul Island (in the Pribilof Islands part of the Aleutian Islands), Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4817_1982,Carnivora,2687.0,Callorhinus ursinus,Chordata,1821,number of individuals,Adult male direct count,Callorhinus ursinus,254997.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1982,no_depth
15919,adb2b89f-f73c-4eb3-94d5-1aa1314c1882,Delphinapterus leucas,"Pallas, 1776",-153.18556,58.94194,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{MMC, 2002 #1134} updated with {Angliss, 2008 #1819} Updated with {Allen, 2010 #2277}",Animalia,2,"Cook Inlet stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2191_1956,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Aerial counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1956,no_depth
15921,adb841e2-47bf-4e8e-9a0d-af6101c24ace,Balaena mysticetus,"Linnaeus, 1758",-168.74028,63.70389,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Gotthardt, 2006 #1137}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock)",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2188_1998,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,unspecified,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1998,no_depth
15937,adeaaa0c-235d-404a-b6ff-c24e5090122f,Phoca vitulina,"Linnaeus, 1758",-157.62833,56.50667,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,United States,"{Jemison, 2006 #1406}",Animalia,2,"Tugidak Island, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2226_1955,Carnivora,2687.0,Phoca vitulina,Chordata,1821,number of seals,land-based counts,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1955,no_depth
15949,ae2c0248-8767-4e4f-bee4-76246a8a9832,Eumetopias jubatus,"(Schreber, 1776)",151.5,46.5,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,Russian Federation,"{Burkanov, 2005 #1439}",Animalia,2,Kuril Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2210_1985,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of non-pups,Survey,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1985,no_depth
15954,ae3951c7-5b82-4215-b382-557a496b13de,Eschrichtius robustus,"Lilljeborg, 1861",-170.46667,64.0,urn:lsid:marinespecies.org:taxname:137112,False,137112,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Eschrichtiidae,136981.0,Eschrichtius,137027.0,United States,"{Moore, 2003 #1404}",Animalia,2,Northern Bering Sea including St Lawrence Island,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_5074_1979,Cetartiodactyla,370511.0,Eschrichtius robustus,Chordata,1821,no. of whales per 10km survey effort,aerial surveys fixed wing aircraft,Eschrichtius robustus,137112.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1979,no_depth
15957,ae59102d-cf7b-4cb1-bb7d-aab7134a674f,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1996,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1996,no_depth
15958,ae5b4544-9016-4c48-a695-dbbc6df0bde7,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1983,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1983,no_depth
15960,ae5e1c49-662f-4e07-8165-b6aa9dd98552,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1971,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1971,no_depth
15980,ae8a19d6-93ec-428a-ba39-a934f4fe4419,Orcinus orca,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137102,False,137102,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Delphinidae,136980.0,Orcinus,137021.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2012_1964,Cetartiodactyla,370511.0,Orcinus orca,Chordata,1821,Individuals,Primary sightings from aerial surveys,Orcinus orca,137102.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1964,no_depth
15981,ae8cd85c-c9b7-4953-a641-e9837796b665,Balaena mysticetus,"Linnaeus, 1758",-168.74028,63.70389,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Gotthardt, 2006 #1137}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock)",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2188_1951,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,unspecified,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1951,no_depth
15982,ae8e41c2-920b-4ce9-a49b-a48b1e1c8cfc,Enhydra lutris,"Linnaeus, 1758",-161.96667,56.08333,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,"North Alaskan Peninsula, northeast (offshore)",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9804_1997,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Estimated abundance,Arial survey (strip transects),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1997,no_depth
15987,ae9858d3-64b8-4fb2-bfaa-067e4af5f0d8,Balaenoptera acutorostrata,"LacǸp��de, 1804",36.0,74.0,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Norway,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Norway,"{Michalsen, 2004 #1309}",Animalia,2,"Barentshavet, Gr��nlandshavet, Norskehavet og Nordsj��en",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2365_1973,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Population Estimate,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1973,no_depth
15995,aea4a175-5b86-48a8-9995-fa39de3167fd,Eschrichtius robustus,"Lilljeborg, 1861",-170.46667,64.0,urn:lsid:marinespecies.org:taxname:137112,False,137112,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Eschrichtiidae,136981.0,Eschrichtius,137027.0,United States,"{Moore, 2003 #1404}",Animalia,2,Northern Bering Sea including St Lawrence Island,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_5074_1972,Cetartiodactyla,370511.0,Eschrichtius robustus,Chordata,1821,no. of whales per 10km survey effort,aerial surveys fixed wing aircraft,Eschrichtius robustus,137112.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1972,no_depth
15998,aeae1ec9-9809-49d4-8afb-03d05fce798f,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_2010,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2010,no_depth
16006,aec1b3dc-b58f-4674-bc9b-79c04dd8bcc6,Phoca vitulina,"Linnaeus, 1758",-170.4,57.04583,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,United States,"{NOAA, 1998 #1141}",Animalia,2,"Otter Island, Bering Sea, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2225_1994,Carnivora,2687.0,Phoca vitulina,Chordata,1821,Number of individuals,Aerial counts,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1994,"no_depth,on_land"
16008,aec61d5b-741f-449f-aaec-5c0d003b3183,Odobenus rosmarus,"Illiger, 1815",-172.61,53.58111,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,United States,"{Seitz, 1995 #1102}",Animalia,2,Alaska,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2217_1984,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Number of individuals,Unknown,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1984,no_depth
16010,aec7a424-f3d8-470f-98f9-e1098e46354a,Eumetopias jubatus,"(Schreber, 1776)",-176.22111,51.80917,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Western Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2208_2005,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2005,no_depth
16018,aee19357-7dfb-4e22-8603-198fb937a20f,Delphinapterus leucas,"Pallas, 1776",-167.55222,68.2025,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{NOAA, 1999 #1131}",Animalia,2,"Eastern Chukchi Sea Stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2193_1962,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1962,no_depth
